current,replaceWith
hciacid,phcontrol
hcl,phcontrol
hclacid,phcontrol
hfacid,phcontrol
highpfbuffer,phcontrol
highph,phcontrol
highphadditive,phcontrol
highphadjuster,phcontrol
hvfr,phcontrol
hydrochloricacid,phcontrol
hydrochloricacid(uninhibited),phcontrol
hydrochloricacid15%,phcontrol
hydrocholoricacid,phcontrol
hydrocholricacid,phcontrol
hydrocloricacid,phcontrol
inhibitedacid,phcontrol
inorganicacid,phcontrol
mavcell,phcontrol
modifiedacid,phcontrol
myacidega25,phcontrol
nfeacidchemical,phcontrol
oilwellacidizing,phcontrol
organicacid,phcontrol
phadjuster,phcontrol
phadjustingagent,phcontrol
phadjustingagents,phcontrol
phadjustment,phcontrol
phconcentrate,phcontrol
phcontrol,phcontrol
phcontrolagent,phcontrol
phcontrolandbuffers,phcontrol
phmodifier,phcontrol
phreducer,phcontrol
safeacid,phcontrol
safeacidreplacement,phcontrol
sodiumchloritesolution,phcontrol
sodiumhydroxide,phcontrol
sodiumhypochlorite12.5%,phcontrol
synthenicacid,phcontrol
syntheticacd,phcontrol
syntheticacid,phcontrol
syntheticacid(08/14/2020-08/24/2020),phcontrol
totalacidizingsystem,phcontrol
totalacidsystem4,phcontrol
treatfracwater,phcontrol
venusacidsystemoil,phcontrol
wellacidizer,phcontrol
wellacidizing,phcontrol
"
proppingagent
",proppant
100mesh,proppant
100meshsandproppant,proppant
12/3glut/quatcombo,proppant
14808-60-7,proppant
20/40meshproppant,proppant
20/40white,proppant
30/70sandproppant,proppant
40/70meshsandproppant,proppant
40/70proppant,proppant
activatorforresin-coatedproppant,proppant
brownsand,proppant
bulksand,proppant
ceramic,proppant
ceramicproppant,proppant
clay,proppant
claystay,proppant
claysubstitute,proppant
crystallinesilica,proppant
"crystallinesilica,quartz",proppant
crystallinesilica:quartz(sio2),proppant
curableresincoatedsand,proppant
dustprosand,proppant
enhancedproppant.,proppant
flowbackpropcontol,proppant
fracsand,proppant
groundsilica,proppant
hydraulicfracturing/proppant,proppant
hydraulicfracturingproppant,proppant
hydrotreatedlightdistillate,proppant
infusedceramicproppant,proppant
intermediatehighstrengthproppants(allsizes),proppant
liquidkclsubstitute,proppant
mgh202-dry,proppant
microproppant,proppant
mudandsiltsuspender,proppant
ofr-50,proppant
permanentclay,proppant
phcontroladditives,proppant
poppant,proppant
powder,proppant
pps,proppant
prcsand,proppant
propant,proppant
proplockadditive,proppant
proppagatesfrac,proppant
proppagation,proppant
proppanrt,proppant
proppant,proppant
proppant(08/14/2020-08/24/2020),proppant
proppant(09/20/2020-09/23/2020),proppant
proppant(100mesh),proppant
proppant(16/30size),proppant
proppant(20/40size),proppant
proppant(30/50mesh),proppant
proppant(30/50size),proppant
proppant(40/70mesh),proppant
proppant(40/70size),proppant
proppant(70/140size),proppant
"proppant,resin-coated",proppant
"proppant,scouring",proppant
"proppant,scouring,fill",proppant
proppant/fluidloss,proppant
proppant/scaleinhibitor,proppant
proppant100mesh,proppant
proppant40/70,proppant
proppantadditive,proppant
proppantagent,proppant
proppantcarrier,proppant
proppantcarrierfluid,proppant
proppantceramic,proppant
proppant-ceramic,proppant
proppantcoating,proppant
proppantconsolidationaid,proppant
proppantconsolidator,proppant
proppantd,proppant
proppant-natural,proppant
proppantnaturalwhite,proppant
proppant-rcceramic,proppant
proppantresincoat,proppant
proppantresincoated,proppant
proppant-resincoated,proppant
proppants,proppant
proppantsand,proppant
proppants-manufactured,proppant
proppants-manufactured-atlas,proppant
proppants-manufactured-carboceramics,proppant
proppants-manufactured-extreme,proppant
proppants-manufactured-floway,proppant
proppants-manufactured-fores,proppant
proppants-manufactured-miscellaneous,proppant
proppants-manufactured-momentive,proppant
proppants-manufactured-preferredsands,proppant
proppants-manufactured-saintgobain,proppant
proppants-manufactured-santrol,proppant
proppants-manufactured-sintex,proppant
proppantsuspendingagent,proppant
proppant-suspension,proppant
proppantt,proppant
proppanttransport,proppant
proppanttypes,proppant
proppingagent,proppant
propppant,proppant
propset,proppant
prppant,proppant
reasincoatedproppant,proppant
resin-coatedceramicproppant,proppant
resincoatedproppant,proppant
resin-coatedproppant,proppant
resincoatedproppants,proppant
resincoatedsand,proppant
resincoatedsand-proppant,proppant
resin-coatedsandproppant,proppant
resincoatproppant,proppant
resinsand,proppant
sand,proppant
"sand,curableresincoat",proppant
"sand,uncoated",proppant
sandadditive,proppant
sand-bulk-alabama,proppant
sand-bulk-bradybrown,proppant
sand-bulk-colorado,proppant
sand-bulk-louisiana,proppant
sand-bulk-mississippi,proppant
sand-bulk-newmexico,proppant
sand-bulk-northdakota,proppant
sand-bulk-oklahoma,proppant
sand-bulk-ottawawhite,proppant
sand-bulk-pennsylvania,proppant
sand-bulk-texas,proppant
sand-bulk-utah,proppant
sand-bulk-virginia,proppant
sand-bulk-westvirginia,proppant
sandcontrol,proppant
sandproppant,proppant
sand-proppant,proppant
selfsuspendingproppant,proppant
silicasand,proppant
silicasubstrate,proppant
softenproppantcoating,proppant
spacer,proppant
usedtoopenperfs,proppant
whitesand,proppant
pa-proprietary,proprietary
proprietary,proprietary
briningadditive,other
salt,other
salts,other
saltsolution(fradditive),other
saltsubstitute,other
w,other
watersalinity,other
"
claystabilizer
",stabilizer
"
gelstabilizer
",stabilizer
"
nonemulsifier
",stabilizer
"
surfactant
",stabilizer
*3rdpartyclaycontrol,stabilizer
2%liquidkcl,stabilizer
3rdpartyclaycontrol,stabilizer
3rdpartysurfactant,stabilizer
acidantisludge,stabilizer
acidantisludgeadd,stabilizer
acidantisludgeadd.,stabilizer
acidantisludgeadditive,stabilizer
acidgelsurfactant,stabilizer
acidinhibitors,stabilizer
acidnonemulsifier,stabilizer
acidnon-emulsifier,stabilizer
acidnon-emulsifierandironcontrol,stabilizer
acidsurfactant,stabilizer
"additive,surfactant",stabilizer
amoniumperoxdisulfate,stabilizer
amphotericfoamerforwater/acid,stabilizer
anionicemulsioncopolymer,stabilizer
anionicflocculant,stabilizer
anionicoilsolublenon-emulsifier,stabilizer
anionicpolyacrylamide,stabilizer
anionicpolymer,stabilizer
anionicpolymeremulsion,stabilizer
anionicpolymerinemulsionform,stabilizer
anionicsurfacatant,stabilizer
anionicsurfactant,stabilizer
anionicwater-solublepolymerinemulsion,stabilizer
anionicwater-solublepolymerinemulsionform,stabilizer
antifoam,stabilizer
antifoamagent,stabilizer
antifoamingagent,stabilizer
antisludge,stabilizer
anti-sludge,stabilizer
anti-sludgeacidadditive,stabilizer
antisludgeadditive,stabilizer
anti-sludgeadditive,stabilizer
anti-sludgeadditives,stabilizer
antisludgeagent,stabilizer
anti-sludgeagent,stabilizer
antisludgingagent,stabilizer
anti-sludgingagent,stabilizer
apachesurfactant,stabilizer
"aromatics,alcoholsandsolvent",stabilizer
asphalene/paraffinsolvent,stabilizer
asphaltene/paraffinsolvent,stabilizer
ballsealer,stabilizer
basecarrierfluidandclaystabilizer,stabilizer
basefluidandclayprotection,stabilizer
basefluidforexternalphaseoffoam,stabilizer
basefluidwithclaycontrol,stabilizer
baseoilforemulsion,stabilizer
bondingagent,stabilizer
bondingagentforrcsands,stabilizer
boratex-linker,stabilizer
boratex-linker(localblend),stabilizer
boratex-linker(winterized),stabilizer
boronbasedguarcrosslinkingagent,stabilizer
carboxymethylcelluloseslurry,stabilizer
carrier-claycontrol,stabilizer
cationicne,stabilizer
cationicnonemulsifier,stabilizer
cationicnon-emulsifier,stabilizer
cationicnonemulsifierforoilfieldacid,stabilizer
cationicpolymerinemulsion,stabilizer
cationicsurfactant,stabilizer
cationicwater-solublepolymerinemulsionform,stabilizer
cementdissoution,stabilizer
cementingadditive,stabilizer
clay/shalestabilizer,stabilizer
clayconrol,stabilizer
claycontol,stabilizer
claycontrol,stabilizer
claycontrol(liquid),stabilizer
claycontrol(saltdeliveredasabrine),stabilizer
claycontrol/activator,stabilizer
claycontrol/kcl,stabilizer
claycontrol/stabilizers,stabilizer
claycontrol/surfactant,stabilizer
claycontroladditive,stabilizer
claycontroladditives,stabilizer
claycontrolagent,stabilizer
claycontrolforswelling,stabilizer
clayprotection,stabilizer
claystabalizer,stabilizer
claystabiliizer,stabilizer
claystabilization,stabilizer
claystabilizationagent,stabilizer
claystabilizer,stabilizer
claystabilizer-claycontrol,stabilizer
claystabilizersandclaycontroladditives,stabilizer
claystabilizingadditive,stabilizer
claystabilizingagent,stabilizer
claystabilozer,stabilizer
claystabilzer,stabilizer
claystablilizer,stabilizer
claystablizer,stabilizer
claystrabilizer,stabilizer
clayswelling,stabilizer
clayswellinginhibitor,stabilizer
clayswellingneutralizer,stabilizer
claytreamtent,stabilizer
cmhpgslurry,stabilizer
conformancecontrol,stabilizer
co-solvent,stabilizer
croslinkingagent,stabilizer
crosslinkaccelerator,stabilizer
crosslinkcontrol,stabilizer
de-emulsifier,stabilizer
defoamer,stabilizer
de-foamer,stabilizer
defoamer/binder,stabilizer
defoamerforindustrialapplications,stabilizer
defoamers,stabilizer
defoamingagent,stabilizer
degradablesealers,stabilizer
deicingagent,stabilizer
delayedx-link,stabilizer
demulsifier,stabilizer
dispersant,stabilizer
displacer,stabilizer
dryanionicpolymer,stabilizer
eliminatecement,stabilizer
emmulsionreducer,stabilizer
emulfifier,stabilizer
emulsifier,stabilizer
emulsifier/dispersingagent,stabilizer
emulsifier/surfactant,stabilizer
emulsifiers,stabilizer
emulsifiers/viscosifiers,stabilizer
emulsifyingagent,stabilizer
emulsioncontrol,stabilizer
emulsionpolymer,stabilizer
emulsionpreventer,stabilizer
emulsionreducer,stabilizer
emulsionreducer/increasesviscosity,stabilizer
encapsulatedpersulfate,stabilizer
enduro-paraffinanddispersand/solvent,stabilizer
enhancebonding,stabilizer
enviro-friendlychemicalflush,stabilizer
environmentalsolvent,stabilizer
epoxy,stabilizer
fiber,stabilizer
flocculent,stabilizer
flourosurfactant,stabilizer
flowassuranceadditive,stabilizer
flowback/non-emulsifier,stabilizer
flowbackadditive,stabilizer
flow-backadditive,stabilizer
flowbackaid,stabilizer
flowbackaid;surfactant,stabilizer
flowbackcontrol,stabilizer
flow-backcontrol,stabilizer
flowbackcontroladditive,stabilizer
flowbacksurfactant,stabilizer
fluorosurfactant,stabilizer
foam,stabilizer
foambooster/stabilizer,stabilizer
foamer,stabilizer
foamer(specialcoal),stabilizer
foamer/surfactant,stabilizer
foameradditive,stabilizer
foamfluid,stabilizer
foamingagent,stabilizer
foamingagents,stabilizer
formationdamageremoval,stabilizer
formationmobilitymodifier,stabilizer
formationmodifier,stabilizer
formationstabilizer,stabilizer
fracfoamer,stabilizer
fracsurfactant,stabilizer
fracturingnonemulsifier,stabilizer
fracturingnonemulsifyer,stabilizer
freezeprotectant,stabilizer
freezeprotection,stabilizer
freezing-pointdepression,stabilizer
gasenhancement,stabilizer
gasfoamer,stabilizer
gelstabilizer,stabilizer
gelstabilizers,stabilizer
glycolblend,stabilizer
greenclaystabilizer,stabilizer
hardener,stabilizer
hightempaturegelstabilizer,stabilizer
hightemperaturestabilizer,stabilizer
hightempgelstabilizer,stabilizer
hydrationaid,stabilizer
inorganicoxidizer,stabilizer
instantx-link,stabilizer
"ironcontrol,corrinhib,surfactant",stabilizer
ironstablizer,stabilizer
kcisubstitute,stabilizer
kcl,stabilizer
kclclaycontrol,stabilizer
kclpotassiumchloride,stabilizer
kclreplacement,stabilizer
kclsub,stabilizer
kclsub/claycontrol,stabilizer
kclsubsitute,stabilizer
kclsubstitue,stabilizer
kcl-substitute,stabilizer
kclsubstitute/claystabilizer,stabilizer
kclsubstitute-claycontrol,stabilizer
kclsubstituteclaystabilizer,stabilizer
kclsubtitute,stabilizer
liquidclaycontrol,stabilizer
liquidclaystabilizer,stabilizer
liquiddefoamer,stabilizer
liquidkcl,stabilizer
liquidpotassiumchloridesubstitute,stabilizer
lowtemperaturefiber,stabilizer
micellularsurfactant,stabilizer
microemulsifier,stabilizer
microemulsion,stabilizer
micro-emulsionsur,stabilizer
microemulsionsurfactant,stabilizer
mineralfiller,stabilizer
mineraloil,stabilizer
moderatetempinhibitor,stabilizer
mortar,stabilizer
mud-flushsurfactant,stabilizer
multifunctionalsolvent,stabilizer
mutualsolvent,stabilizer
mutualsolvents,stabilizer
n/esurfactant,stabilizer
nanosurfactant,stabilizer
ne/surfactant,stabilizer
ne/surfactant(oilsoluble),stabilizer
nesurfactant,stabilizer
nitrogenfoam,stabilizer
nonandde-emulsifiers,stabilizer
nonelmulsifierforacids,stabilizer
non-emlusifier,stabilizer
nonemsulifier,stabilizer
non-emulifier,stabilizer
nonemulisfier,stabilizer
non-emulisifer,stabilizer
nonemulisifier,stabilizer
non-emulisifier,stabilizer
non-emulsfier,stabilizer
non-emulsfiyingagent-acid,stabilizer
non-emulsfiyingagent-surfactant,stabilizer
nonemulsifer,stabilizer
non-emulsifer,stabilizer
nonemulsifier,stabilizer
non-emulsifier,stabilizer
non-emulsifier/flowbacksurfactant,stabilizer
non-emulsifier/sufactant,stabilizer
non-emulsifier/surfactant,stabilizer
non-emulsifierandde-emulsifier,stabilizer
non-emulsifierandde-emulsifiers,stabilizer
nonemulsifierforacid,stabilizer
non-emulsifierforacid,stabilizer
nonemulsifierforacids,stabilizer
non-emulsifierforacids,stabilizer
nonemulsifierforacidsandwater,stabilizer
non-emulsifierforoilfield,stabilizer
non-emulsifierforoilfieldacids,stabilizer
nonemulsifierforwaterandacid,stabilizer
nonemulsifiers,stabilizer
non-emulsifiers,stabilizer
nonemulsifiersurfactant,stabilizer
non-emulsifiersurfactant,stabilizer
non-emulsifier-winterized,stabilizer
non-emulsifiyingsurfactant,stabilizer
non-emulsifyer,stabilizer
non-emulsifyingagent,stabilizer
non-emulsifyingagentw54,stabilizer
non-emulsifyingsurfactant,stabilizer
nonemulsiier,stabilizer
non-emusfiyingagent-acid,stabilizer
non-emusifier,stabilizer
nonemuslifier,stabilizer
nonionicemulsifier,stabilizer
non-ionicfluorosurfactant,stabilizer
non-ionicmesurfactant,stabilizer
nonionicnonemulsifier,stabilizer
nonionicnon-emulsifier,stabilizer
non-ionicnonemulsifier,stabilizer
non-ionicnoneumulsifier,stabilizer
nonionicsurfactant,stabilizer
non-ionicsurfactant,stabilizer
oilfieldcrosslinker,stabilizer
oilfieldsurfactant,stabilizer
"oilwellacidizing,nonionicnon-emulsifier",stabilizer
"oilwellstimulationsurfactant;nonionic,nonemulsifier",stabilizer
packerfluid,stabilizer
paraffin,stabilizer
paraffin/ne/scaleinh./bio/h2sscav.,stabilizer
paraffincontrol,stabilizer
paraffindispersant(solid),stabilizer
paraffindispersent(solid),stabilizer
paraffins,stabilizer
paraffinsolvent,stabilizer
paraffintreatmentsolid,stabilizer
parafinnecontrol,stabilizer
parafinremover,stabilizer
parrafincontrol,stabilizer
parrifindispersant,stabilizer
permanentclaystabalizer,stabilizer
permanentclaystabilizer,stabilizer
permenentclaystabilizer,stabilizer
polyactideresin,stabilizer
polyelectrolyte,stabilizer
polylactideresin,stabilizer
potassiumchloride,stabilizer
potassiumchloridesubstitute,stabilizer
potassiumchloridesubstituteinoilwelltreatment,stabilizer
potassiumchloridesusbstitute,stabilizer
powderkcl,stabilizer
preventclayswelling,stabilizer
preventsclayswelling,stabilizer
productstabalizer,stabilizer
productstabilizer,stabilizer
proppantsuspender,stabilizer
proprietarysurfactant,stabilizer
removecement,stabilizer
removeclays,stabilizer
resin,stabilizer
resinforproppantcoating,stabilizer
retardingagent,stabilizer
rocksalt,stabilizer
santrol,stabilizer
scaleinhibitor/non-emulsifier,stabilizer
semi-permanentclaystabilizer,stabilizer
semi-permclaystabalizer,stabilizer
semi-permclaystabilizer,stabilizer
shalestabilizer,stabilizer
shaleswellingcontrol,stabilizer
siltfinessuspender,stabilizer
siltsuspender,stabilizer
siltsuspenders,stabilizer
siltsuspendingagent,stabilizer
slovent,stabilizer
slurriedpolymer,stabilizer
slurry,stabilizer
soda,stabilizer
sodaash,stabilizer
soldiumnitratesolution,stabilizer
solvant,stabilizer
solven,stabilizer
solvenet,stabilizer
solvent,stabilizer
solvent(09/20/2020-09/23/2020),stabilizer
solvent/dissolvehydrates,stabilizer
solvents,stabilizer
solvent-surfactant,stabilizer
sovent,stabilizer
stabilizeclaysinsands,stabilizer
stabilizer,stabilizer
stabilizingagent,stabilizer
stabilizingandthickeningagent,stabilizer
stimoilfba,stabilizer
"stimulation,cementingadditive",stabilizer
stimulation.cementingadditive,stabilizer
stimulation/cementingadditive,stabilizer
sufactant,stabilizer
surfacant,stabilizer
"surfacetensionreducer,surfactant",stabilizer
surfactabt,stabilizer
surfactan,stabilizer
surfactanct,stabilizer
surfactant,stabilizer
"surfactant
",stabilizer
surfactant&amp;foamer,stabilizer
surfactant&flowbackaid,stabilizer
surfactant&foamer,stabilizer
surfactant(winterized),stabilizer
"surfactant,nonemulsifier",stabilizer
"surfactant,salt",stabilizer
surfactant/claycontrol,stabilizer
surfactant/flobackaid,stabilizer
surfactant/flowbackaid,stabilizer
surfactant/non-emulsifier/flowback,stabilizer
surfactantacidgel(hightemp),stabilizer
surfactantandflowbackaid,stabilizer
surfactantandflowbackenhancer,stabilizer
surfactantandfoamer,stabilizer
surfactantandinflowadditive,stabilizer
surfactantblend,stabilizer
surfactantblend/foamer,stabilizer
surfactantf112,stabilizer
surfactantfoamers,stabilizer
surfactantforoils,stabilizer
surfactantinsolvent,stabilizer
surfactantmixture,stabilizer
surfactant-nanofluid,stabilizer
surfactantnon-emulsifier,stabilizer
surfactants,stabilizer
surfactants&foamer,stabilizer
surfactants&foamers,stabilizer
surfactants(foamers),stabilizer
surfactantsandfoamers,stabilizer
surfactantsfoamers,stabilizer
surfactantsolvent,stabilizer
surfactatn,stabilizer
surfactnant,stabilizer
surfracant,stabilizer
surfractant,stabilizer
surfractantandflowbackaid,stabilizer
tempclaystabilizer,stabilizer
temperaturestabilizer,stabilizer
temporaryclaycontrol,stabilizer
temporaryclaycontrolorkclsubstitute,stabilizer
temporaryclaystabilizer,stabilizer
temporaryclaystabilizerl071,stabilizer
temporaryclaystabilzer,stabilizer
triglyceride,stabilizer
verdesurfactant,stabilizer
waterfoamingagent,stabilizer
waterrecoverysufactant,stabilizer
waterrecoverysurfactant,stabilizer
waterrecoverysurfactant(anionic),stabilizer
waterrecoverysurfactant(non-ionic),stabilizer
watersolublenonemulsifier,stabilizer
watersolublenon-emulsifier,stabilizer
waxcrystalmodifier,stabilizer
winterizer,stabilizer
wtrrecoverysurfactant,stabilizer
xanthanslurry,stabilizer
xylene,stabilizer
chemical(nra)tracer,tracer
chemicalfractracer,tracer
chemicalfractracers,tracer
chemicaltracer,tracer
diagnositc,tracer
diagnositcs,tracer
diagnosticcs,tracer
diagnostice,tracer
diagnostics,tracer
diagonstics,tracer
dianostics,tracer
dnatracer,tracer
fluidtracer,tracer
gasfractracers,tracer
gelledwaterflushfortracer,tracer
ir-192tracer,tracer
liquidtracer,tracer
non-radioactivetracer,tracer
oilandgasdiagnostics,tracer
oilfractracers,tracer
oilsolubletracer,tracer
oiltracers,tracer
proppanttracer,tracer
rafluidtracer,tracer
saltwaterfractracer,tracer
tracer,tracer
watertracers,tracer
