tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
105-60-2,CAPROLACTAM,"EPA-HEN, HAZMAP",skin sense,suspected
105-60-2,CAPROLACTAM,"EPA-HEN, RTECS",neurotoxicity,suspected
105-60-2,CAPROLACTAM,"EPA-HEN, RTECS",respiratory,suspected
105-60-2,CAPROLACTAM,HAZMAP,immunotoxicity,suspected
105-67-9,"2,4-DIMETHYLPHENOL",IRIS,cardiovascular blood,suspected
105-67-9,"2,4-DIMETHYLPHENOL",NJ-FS,gastrointestinal liver,suspected
105-67-9,"2,4-DIMETHYLPHENOL",NJ-FS,kidney,suspected
105-67-9,"2,4-DIMETHYLPHENOL",NJ-FS,respiratory,suspected
105-67-9,"2,4-DIMETHYLPHENOL",NJ-FS,skin sense,suspected
10540-29-1,TAMOXIFEN AND ITS SALTS,P65,cancer,recognized
10540-29-1,TAMOXIFEN AND ITS SALTS,RTECS,skin sense,suspected
105512-06-9,CLODINAFOP-PROPARGYL,OPP-CAN,cancer,suspected
1056,CERAMIC FIBERS  ( AIRBORNE PARTICLES OF RESPIRABLE SIZE),ATSDR,respiratory,suspected
1056,CERAMIC FIBERS  ( AIRBORNE PARTICLES OF RESPIRABLE SIZE),P65,cancer,recognized
105650-23-5,"PHIP(2-AMINO-1-METHYL-6-PHENYLIMIDAZOL[4,5-B]PYRIDINE",P65,cancer,recognized
105650-23-5,"PHIP(2-AMINO-1-METHYL-6-PHENYLIMIDAZOL[4,5-B]PYRIDINE",RTECS,gastrointestinal liver,suspected
105735-71-5,"3,7-DINITROFLUORANTHENE",P65,cancer,recognized
10588-01-9,SODIUM BICHROMATE,"EEC, RTECS",skin sense,suspected
10588-01-9,SODIUM BICHROMATE,"EEC, SNCI",immunotoxicity,suspected
10588-01-9,SODIUM BICHROMATE,"OEHHA-CREL, RTECS",respiratory,suspected
10588-01-9,SODIUM BICHROMATE,P65-MC,cancer,recognized
10588-01-9,SODIUM BICHROMATE,RTECS,cardiovascular blood,suspected
10588-01-9,SODIUM BICHROMATE,RTECS,gastrointestinal liver,suspected
10589-74-9,N-nitroso-N-pentylurea (N-amyl-N-nitrosurea),P65-CAND,cancer,suspected
10589-74-9,N-nitroso-N-pentylurea (N-amyl-N-nitrosurea),RTECS,gastrointestinal liver,suspected
10589-74-9,N-nitroso-N-pentylurea (N-amyl-N-nitrosurea),RTECS,skin sense,suspected
10595-95-6,N-NITROSOMETHYLETHYLAMINE,P65,cancer,recognized
10595-95-6,N-NITROSOMETHYLETHYLAMINE,RTECS,gastrointestinal liver,suspected
10595-95-6,N-NITROSOMETHYLETHYLAMINE,RTECS,skin sense,suspected
10599-90-3,CHLORAMINE,HAZMAP,cardiovascular blood,suspected
10599-90-3,CHLORAMINE,HAZMAP,respiratory,suspected
10599-90-3,CHLORAMINE,KLAA,skin sense,suspected
106-35-4,ETHYL BUTYL KETONE,"DAN, HAZMAP",neurotoxicity,suspected
106-42-3,P-XYLENE,"ATSDR, DAN, EPA-HEN, OEHHA-CREL",neurotoxicity,suspected
106-42-3,P-XYLENE,EPA-HEN,gastrointestinal liver,suspected
106-42-3,P-XYLENE,EPA-HEN,kidney,suspected
106-42-3,P-XYLENE,EPA-HEN,skin sense,suspected
106-42-3,P-XYLENE,"EPA-HEN, LU, OEHHA-CREL, RTECS",respiratory,suspected
106-42-3,P-XYLENE,"EPA-HEN, RTECS",cardiovascular blood,suspected
106-42-3,P-XYLENE,EPA-SARA,reproductive,suspected
106-42-3,P-XYLENE,"EPA-SARA, JANK",developmental,suspected
106-42-3,P-XYLENE,IPCS,immunotoxicity,suspected
106-44-5,P-CRESOL,"ATSDR, DAN, RTECS",neurotoxicity,suspected
106-44-5,P-CRESOL,EPA-HEN,respiratory,suspected
106-44-5,P-CRESOL,"EPA-HEN, LADO, RTECS",skin sense,suspected
106-44-5,P-CRESOL,IRIS,cancer,suspected
106-44-5,P-CRESOL,OEHHA-CREL,cardiovascular blood,suspected
106-44-5,P-CRESOL,RTECS,gastrointestinal liver,suspected
106-44-5,P-CRESOL,RTECS,kidney,suspected
106-46-7,"1,4-DICHLOROBENZENE","ATSDR, EPA-HEN, OEHHA-CREL, RTECS",gastrointestinal liver,suspected
106-46-7,"1,4-DICHLOROBENZENE","ATSDR, JANK",developmental,suspected
106-46-7,"1,4-DICHLOROBENZENE","DAN, EPA-HEN, OEHHA-CREL, RTECS",neurotoxicity,suspected
106-46-7,"1,4-DICHLOROBENZENE","EPA-HEN, LU, RTECS",skin sense,suspected
106-46-7,"1,4-DICHLOROBENZENE","KLAA, OEHHA-CREL, RTECS",kidney,suspected
106-46-7,"1,4-DICHLOROBENZENE","LADO, RTECS",cardiovascular blood,suspected
106-46-7,"1,4-DICHLOROBENZENE","OEHHA-CREL, RTECS",respiratory,suspected
106-46-7,"1,4-DICHLOROBENZENE",P65,cancer,recognized
106-47-8,P-CHLOROANILINE,"EPA-TRI, LADO, RTECS",cardiovascular blood,suspected
106-47-8,P-CHLOROANILINE,P65,cancer,recognized
106-48-9,4-CHLOROPHENOL,ATSDR,gastrointestinal liver,suspected
106-48-9,4-CHLOROPHENOL,RTECS,neurotoxicity,suspected
106-49-0,P-TOLUIDINE,"HAZMAP, LADO",cardiovascular blood,suspected
106-49-0,P-TOLUIDINE,"HAZMAP, TIMB",skin sense,suspected
106-49-0,P-TOLUIDINE,SCDM,cancer,suspected
106-50-3,P-PHENYLENEDIAMINE,"EEC, EPA-HEN, HAZMAP, KLAA, LADO, TIMB",skin sense,suspected
106-50-3,P-PHENYLENEDIAMINE,"EEC, HAZMAP, NAP, SNCI",immunotoxicity,suspected
106-50-3,P-PHENYLENEDIAMINE,EPA-HEN,kidney,suspected
106-50-3,P-PHENYLENEDIAMINE,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
106-50-3,P-PHENYLENEDIAMINE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
106-50-3,P-PHENYLENEDIAMINE,"EPA-HEN, RTECS",neurotoxicity,suspected
106-50-3,P-PHENYLENEDIAMINE,"HAZMAP, RTECS",cardiovascular blood,suspected
106-51-4,QUINONE,DAN,neurotoxicity,suspected
106-51-4,QUINONE,"EPA-HEN, HAZMAP",skin sense,suspected
106-63-8,2-METHYLPROPYL 2-PROPENOATE,EEC,skin sense,suspected
106-63-8,2-METHYLPROPYL 2-PROPENOATE,"EEC, SNCI",immunotoxicity,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE","DAN, RTECS",neurotoxicity,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",HAZMAP,immunotoxicity,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE","HAZMAP, RTECS",skin sense,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",P65,cancer,recognized
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",RTECS,endocrine,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",RTECS,gastrointestinal liver,suspected
106-87-6,"1-EPOXYETHYL-3,4-EPIXYCYCLOHEXANE",RTECS,kidney,suspected
106-88-7,"1,2-BUTYLENE OXIDE","EPA-HEN, IARC, P65-CAND",cancer,suspected
106-88-7,"1,2-BUTYLENE OXIDE",OEHHA-CREL,cardiovascular blood,suspected
106-88-7,"1,2-BUTYLENE OXIDE",OEHHA-CREL,respiratory,suspected
106-88-7,"1,2-BUTYLENE OXIDE",RTECS,gastrointestinal liver,suspected
106-88-7,"1,2-BUTYLENE OXIDE",RTECS,skin sense,suspected
106-89-8,EPICHLOROHYDRIN,"DAN, EPA-SARA, RTECS",neurotoxicity,suspected
106-89-8,EPICHLOROHYDRIN,"EEC, HAZMAP, SNCI",immunotoxicity,suspected
106-89-8,EPICHLOROHYDRIN,EPA-HEN,kidney,suspected
106-89-8,EPICHLOROHYDRIN,"EPA-HEN, HAZMAP, KLAA, OEHHA-AREL, OEHHA-CREL, RTECS",skin sense,suspected
106-89-8,EPICHLOROHYDRIN,"EPA-HEN, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
106-89-8,EPICHLOROHYDRIN,"EPA-HEN, RTECS",cardiovascular blood,suspected
106-89-8,EPICHLOROHYDRIN,"EPA-HEN, RTECS",gastrointestinal liver,suspected
106-89-8,EPICHLOROHYDRIN,P65,cancer,recognized
106-89-8,EPICHLOROHYDRIN,P65,reproductive,recognized
106-89-8,EPICHLOROHYDRIN,RTECS,endocrine,suspected
106-90-1,GLYCIDYL ACRYLATE,EEC,skin sense,suspected
106-90-1,GLYCIDYL ACRYLATE,"EEC, SNCI",immunotoxicity,suspected
106-91-2,GLYCIDYL METHACRYLATE,"EEC, HAZMAP",skin sense,suspected
106-91-2,GLYCIDYL METHACRYLATE,"EEC, HAZMAP, SNCI",immunotoxicity,suspected
106-91-2,GLYCIDYL METHACRYLATE,RTECS,neurotoxicity,suspected
106-92-3,ALLYL GLYCIDYL ETHER;AGE,"EEC, HAZMAP, RTECS",skin sense,suspected
106-92-3,ALLYL GLYCIDYL ETHER;AGE,"EEC, HAZMAP, SNCI",immunotoxicity,suspected
106-92-3,ALLYL GLYCIDYL ETHER;AGE,"HAZMAP, RTECS",respiratory,suspected
106-92-3,ALLYL GLYCIDYL ETHER;AGE,RTECS,gastrointestinal liver,suspected
106-92-3,ALLYL GLYCIDYL ETHER;AGE,RTECS,neurotoxicity,suspected
106-93-4,"1,2-DIBROMOETHANE","DAN, HAZMAP",neurotoxicity,suspected
106-93-4,"1,2-DIBROMOETHANE","HAZMAP, KLAA, RTECS",kidney,suspected
106-93-4,"1,2-DIBROMOETHANE","HAZMAP, RTECS",gastrointestinal liver,suspected
106-93-4,"1,2-DIBROMOETHANE","JNIHS, WWF",endocrine,suspected
106-93-4,"1,2-DIBROMOETHANE","LOCK, RTECS",skin sense,suspected
106-93-4,"1,2-DIBROMOETHANE",P65,cancer,recognized
106-93-4,"1,2-DIBROMOETHANE",P65,developmental,recognized
106-93-4,"1,2-DIBROMOETHANE",P65,reproductive,recognized
106-93-4,"1,2-DIBROMOETHANE",RTECS,respiratory,suspected
106-94-5,1-BROMOPROPANE,"CERHR, P65-CAND",reproductive,suspected
106-94-5,1-BROMOPROPANE,P65-CAND,developmental,suspected
106-97-8,BUTANE,"DAN, HAZMAP",neurotoxicity,suspected
106-99-0,"1,3-BUTADIENE","EPA-HEN, KLAA, RTECS",cardiovascular blood,suspected
106-99-0,"1,3-BUTADIENE","EPA-HEN, RTECS",respiratory,suspected
106-99-0,"1,3-BUTADIENE","EPA-HEN, RTECS",skin sense,suspected
106-99-0,"1,3-BUTADIENE","EPA-SARA, RTECS",neurotoxicity,suspected
106-99-0,"1,3-BUTADIENE",P65,cancer,recognized
106-99-0,"1,3-BUTADIENE",P65,developmental,recognized
106-99-0,"1,3-BUTADIENE",P65,reproductive,recognized
106-99-0,"1,3-BUTADIENE",RTECS,gastrointestinal liver,suspected
10605-21-7,CARBENDAZIM,"JNIHS, WWF",endocrine,suspected
10605-21-7,CARBENDAZIM,OPP-CAN,cancer,suspected
10605-21-7,CARBENDAZIM,RTECS,neurotoxicity,suspected
10605-21-7,CARBENDAZIM,RTECS,respiratory,suspected
1066,COKE OVEN EMISSIONS,"DIPA, EPA-HEN",gastrointestinal liver,suspected
1066,COKE OVEN EMISSIONS,EPA-HEN,kidney,suspected
1066,COKE OVEN EMISSIONS,EPA-HEN,skin sense,suspected
1066,COKE OVEN EMISSIONS,"EPA-HEN, HAZMAP, LU",respiratory,suspected
1066,COKE OVEN EMISSIONS,P65,cancer,recognized
1066-17-7,POLYMYXIN E,KLAA,kidney,suspected
1066-45-1,TRIMETHYLTIN CHLORIDE,RTECS,neurotoxicity,suspected
107-02-8,ACROLEIN,ATSDR,cardiovascular blood,suspected
107-02-8,ACROLEIN,"ATSDR, EPA-HEN, FOTH, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
107-02-8,ACROLEIN,"ATSDR, HAZMAP, LOCK, OEHHA-AREL, OEHHA-CREL, RTECS",skin sense,suspected
107-02-8,ACROLEIN,"EPA-HEN, OPP-CAN",cancer,suspected
107-02-8,ACROLEIN,JANK,developmental,suspected
107-02-8,ACROLEIN,MALA,gastrointestinal liver,suspected
107-02-8,ACROLEIN,RTECS,neurotoxicity,suspected
107-03-9,1-MERCAPTOPROPANE,"HAZMAP, RTECS",respiratory,suspected
107-03-9,1-MERCAPTOPROPANE,RTECS,neurotoxicity,suspected
107-03-9,1-MERCAPTOPROPANE,RTECS,skin sense,suspected
107-05-1,ALLYL CHLORIDE,"EPA-HEN, HAZMAP, RTECS",kidney,suspected
107-05-1,ALLYL CHLORIDE,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
107-05-1,ALLYL CHLORIDE,"EPA-HEN, HAZMAP, RTECS",skin sense,suspected
107-05-1,ALLYL CHLORIDE,"EPA-HEN, IRIS, OEHHA-TCD",cancer,suspected
107-05-1,ALLYL CHLORIDE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
107-05-1,ALLYL CHLORIDE,EPA-SARA,developmental,suspected
107-05-1,ALLYL CHLORIDE,"EPA-SARA, HAZMAP, OEHHA-CREL, RTECS",neurotoxicity,suspected
107-06-2,"1,2-DICHLOROETHANE","ATSDR, EPA-HEN, HAZMAP, KLAA, RTECS",kidney,suspected
107-06-2,"1,2-DICHLOROETHANE","ATSDR, EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",gastrointestinal liver,suspected
107-06-2,"1,2-DICHLOROETHANE","DAN, EPA-HEN, HAZMAP, RTECS",neurotoxicity,suspected
107-06-2,"1,2-DICHLOROETHANE","EPA-HEN, HAZMAP, RTECS",respiratory,suspected
107-06-2,"1,2-DICHLOROETHANE","EPA-HEN, RTECS",cardiovascular blood,suspected
107-06-2,"1,2-DICHLOROETHANE",EPA-SARA,developmental,suspected
107-06-2,"1,2-DICHLOROETHANE",EPA-SARA,reproductive,suspected
107-06-2,"1,2-DICHLOROETHANE","HAZMAP, RTECS",skin sense,suspected
107-06-2,"1,2-DICHLOROETHANE",P65,cancer,recognized
107-07-3,CHLOROETHANOL,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
107-07-3,CHLOROETHANOL,RTECS,gastrointestinal liver,suspected
107-07-3,CHLOROETHANOL,RTECS,kidney,suspected
107-07-3,CHLOROETHANOL,RTECS,respiratory,suspected
107-11-9,ALLYL AMINE,EPA-TRI,gastrointestinal liver,suspected
107-11-9,ALLYL AMINE,EPA-TRI,kidney,suspected
107-11-9,ALLYL AMINE,"KLAA, RTECS",cardiovascular blood,suspected
107-11-9,ALLYL AMINE,RTECS,respiratory,suspected
107-11-9,ALLYL AMINE,RTECS,skin sense,suspected
107-12-0,ETHYL CYANIDE,HAZMAP,neurotoxicity,suspected
107-12-0,ETHYL CYANIDE,HAZMAP,respiratory,suspected
107-13-1,ACRYLONITRILE,ATSDR,cardiovascular blood,suspected
107-13-1,ACRYLONITRILE,"ATSDR, DAN, EPA-HEN, HAZMAP, RTECS",neurotoxicity,suspected
107-13-1,ACRYLONITRILE,"ATSDR, EPA-SARA",developmental,suspected
107-13-1,ACRYLONITRILE,"ATSDR, EPA-SARA",reproductive,suspected
107-13-1,ACRYLONITRILE,"EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
107-13-1,ACRYLONITRILE,HAZMAP,immunotoxicity,suspected
107-13-1,ACRYLONITRILE,"HAZMAP, RTECS",skin sense,suspected
107-13-1,ACRYLONITRILE,P65,cancer,recognized
107-13-1,ACRYLONITRILE,RTECS,gastrointestinal liver,suspected
107-14-2,CHLOROACETONITRILE,RTECS,skin sense,suspected
107-15-3,ETHYLENEDIAMINE,"DAN, RTECS",neurotoxicity,suspected
107-15-3,ETHYLENEDIAMINE,"EEC, HAZMAP",skin sense,suspected
107-15-3,ETHYLENEDIAMINE,"EEC, HAZMAP, SNCI",immunotoxicity,suspected
107-15-3,ETHYLENEDIAMINE,HAZMAP,respiratory,suspected
107-15-3,ETHYLENEDIAMINE,RTECS,gastrointestinal liver,suspected
107-15-3,ETHYLENEDIAMINE,RTECS,kidney,suspected
107-16-4,FORMALDEHYDE CYANOHYDRIN,HAZMAP,respiratory,suspected
107-16-4,FORMALDEHYDE CYANOHYDRIN,"HAZMAP, RTECS",neurotoxicity,suspected
107-16-4,FORMALDEHYDE CYANOHYDRIN,RTECS,skin sense,suspected
107-18-6,ALLYL ALCOHOL,"DAN, RTECS",neurotoxicity,suspected
107-18-6,ALLYL ALCOHOL,HAZMAP,skin sense,suspected
107-18-6,ALLYL ALCOHOL,"HAZMAP, RTECS",respiratory,suspected
107-18-6,ALLYL ALCOHOL,"MALA, RTECS",gastrointestinal liver,suspected
107-18-6,ALLYL ALCOHOL,RTECS,cardiovascular blood,suspected
107-19-7,PROPARGYL ALCOHOL,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
107-19-7,PROPARGYL ALCOHOL,EPA-TRI,gastrointestinal liver,suspected
107-19-7,PROPARGYL ALCOHOL,EPA-TRI,kidney,suspected
107-19-7,PROPARGYL ALCOHOL,"HAZMAP, RTECS",skin sense,suspected
107-19-7,PROPARGYL ALCOHOL,RTECS,cardiovascular blood,suspected
107-20-0,CHLOROACETALDEHYDE,HAZMAP,respiratory,suspected
107-20-0,CHLOROACETALDEHYDE,HAZMAP,skin sense,suspected
107-21-1,ETHYLENE GLYCOL,"ATSDR, EPA-HEN, KLAA, MERCK, OEHHA-CREL, RTECS, STAC",kidney,suspected
107-21-1,ETHYLENE GLYCOL,"ATSDR, NTP-R, OEHHA-CREL",developmental,suspected
107-21-1,ETHYLENE GLYCOL,"DAN, EPA-HEN, RTECS",neurotoxicity,suspected
107-21-1,ETHYLENE GLYCOL,EPA-HEN,cardiovascular blood,suspected
107-21-1,ETHYLENE GLYCOL,"EPA-HEN, OEHHA-CREL, RTECS",respiratory,suspected
107-21-1,ETHYLENE GLYCOL,"JANK, NTP-R",reproductive,suspected
107-21-1,ETHYLENE GLYCOL,RTECS,gastrointestinal liver,suspected
107-21-1,ETHYLENE GLYCOL,RTECS,skin sense,suspected
107-22-2,"1,2-ETHANEDIAL",HAZMAP,immunotoxicity,suspected
107-22-2,"1,2-ETHANEDIAL",HAZMAP,skin sense,suspected
107-22-2,"1,2-ETHANEDIAL",RTECS,gastrointestinal liver,suspected
107-22-2,"1,2-ETHANEDIAL",RTECS,neurotoxicity,suspected
107-27-7,"Mercury, chloroethyl-",RTECS,neurotoxicity,suspected
107-30-2,CHLOROMETHYL METHYL ETHER,"EPA-HEN, HAZMAP",skin sense,suspected
107-30-2,CHLOROMETHYL METHYL ETHER,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
107-30-2,CHLOROMETHYL METHYL ETHER,P65,cancer,recognized
107-30-2,CHLOROMETHYL METHYL ETHER,RTECS,cardiovascular blood,suspected
107-31-3,METHYL FORMATE,"DAN, HAZMAP",neurotoxicity,suspected
107-31-3,METHYL FORMATE,HAZMAP,cardiovascular blood,suspected
107-31-3,METHYL FORMATE,HAZMAP,respiratory,suspected
107-41-5,HEXYLENE GLYCOL,HAZMAP,immunotoxicity,suspected
107-41-5,HEXYLENE GLYCOL,"HAZMAP, RTECS",neurotoxicity,suspected
107-41-5,HEXYLENE GLYCOL,"HAZMAP, RTECS",skin sense,suspected
107-41-5,HEXYLENE GLYCOL,RTECS,gastrointestinal liver,suspected
107-41-5,HEXYLENE GLYCOL,RTECS,respiratory,suspected
107-44-8,SARIN,RTECS,gastrointestinal liver,suspected
107-44-8,SARIN,RTECS,neurotoxicity,suspected
107-44-8,SARIN,RTECS,respiratory,suspected
107-44-8,SARIN,RTECS,skin sense,suspected
107-46-0,BIS(TRIMETHYLSILYL) OXIDE,RTECS,neurotoxicity,suspected
107-49-3,TEPP,"MASL, RTECS",neurotoxicity,suspected
107-49-3,TEPP,RTECS,gastrointestinal liver,suspected
107-66-4,DIBUTYL PHOSPHATE,DAN,neurotoxicity,suspected
107-87-9,METHYL PROPYL KETONE,"HAZMAP, RTECS",neurotoxicity,suspected
107-87-9,METHYL PROPYL KETONE,RTECS,gastrointestinal liver,suspected
107-87-9,METHYL PROPYL KETONE,RTECS,skin sense,suspected
107-92-6,BUTYRIC ACID,HARV,skin sense,suspected
107-92-6,BUTYRIC ACID,RTECS,gastrointestinal liver,suspected
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,HAZMAP,kidney,suspected
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,HAZMAP,reproductive,suspected
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,"OEHHA-CREL, RTECS",gastrointestinal liver,suspected
107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,RTECS,skin sense,suspected
1070-70-8,TETRAMETHYLENE DIACRYLATE,EEC,skin sense,suspected
1070-70-8,TETRAMETHYLENE DIACRYLATE,"EEC, SNCI",immunotoxicity,suspected
1071-39-2,DIISOPROPYL MERCURY,P65-MC,developmental,recognized
1071-83-6,GLYPHOSATE,FRAZIER,reproductive,suspected
1071-83-6,GLYPHOSATE,RTECS,cardiovascular blood,suspected
1071-83-6,GLYPHOSATE,RTECS,gastrointestinal liver,suspected
1071-83-6,GLYPHOSATE,RTECS,neurotoxicity,suspected
1071-83-6,GLYPHOSATE,RTECS,respiratory,suspected
1073,CYANIDE COMPOUNDS,"DAN, EPA-HEN, KLAA, LU, STAC",neurotoxicity,suspected
1073,CYANIDE COMPOUNDS,EPA-HEN,cardiovascular blood,suspected
1073,CYANIDE COMPOUNDS,EPA-HEN,endocrine,suspected
1073,CYANIDE COMPOUNDS,EPA-HEN,respiratory,suspected
1073,CYANIDE COMPOUNDS,EPA-HEN,skin sense,suspected
107534-96-3,TEBUCONAZOLE (FOLICUR),OPP-CAN,cancer,suspected
108-01-0,(2-HYDROXYETHYL)DIMETHYLAMINE,"DAN, RTECS",neurotoxicity,suspected
108-01-0,(2-HYDROXYETHYL)DIMETHYLAMINE,HAZMAP,respiratory,suspected
108-01-0,(2-HYDROXYETHYL)DIMETHYLAMINE,RTECS,skin sense,suspected
108-03-2,1-NITROPROPANE,"DAN, RTECS",neurotoxicity,suspected
108-03-2,1-NITROPROPANE,RTECS,skin sense,suspected
108-05-4,VINYL ACETATE,"ATSDR, EPA-HEN, OEHHA-CREL",respiratory,suspected
108-05-4,VINYL ACETATE,"DAN, HAZMAP",neurotoxicity,suspected
108-05-4,VINYL ACETATE,EPA-HEN,skin sense,suspected
108-05-4,VINYL ACETATE,"HAZMAP, IARC",cancer,suspected
108-10-1,METHYL ISOBUTYL KETONE,"DAN, EPA-HEN, EPA-SARA, HAZMAP",neurotoxicity,suspected
108-10-1,METHYL ISOBUTYL KETONE,EPA-HEN,respiratory,suspected
108-10-1,METHYL ISOBUTYL KETONE,EPA-HEN,skin sense,suspected
108-10-1,METHYL ISOBUTYL KETONE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
108-10-1,METHYL ISOBUTYL KETONE,JANK,developmental,suspected
108-10-1,METHYL ISOBUTYL KETONE,RTECS,kidney,suspected
108-11-2,METHYL ISOBUTYL CARBINOL,HAZMAP,neurotoxicity,suspected
108-18-9,DIISOPROPYLAMINE,"DAN, RTECS",neurotoxicity,suspected
108-18-9,DIISOPROPYLAMINE,HAZMAP,skin sense,suspected
108-18-9,DIISOPROPYLAMINE,"HAZMAP, RTECS",respiratory,suspected
108-18-9,DIISOPROPYLAMINE,NAP,immunotoxicity,suspected
108-18-9,DIISOPROPYLAMINE,RTECS,gastrointestinal liver,suspected
108-20-3,DIISOPROPYL ETHER,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
108-21-4,ISOPROPYL ACETATE,HAZMAP,neurotoxicity,suspected
108-21-4,ISOPROPYL ACETATE,RTECS,respiratory,suspected
108-24-7,ACETIC ANHYDRIDE,HAZMAP,respiratory,suspected
108-24-7,ACETIC ANHYDRIDE,HAZMAP,skin sense,suspected
108-31-6,MALEIC ANHYDRIDE,"EEC, EPA-HEN, HAZMAP, NAP, SNCI",immunotoxicity,suspected
108-31-6,MALEIC ANHYDRIDE,"EEC, EPA-HEN, HAZMAP, OEHHA-CREL",respiratory,suspected
108-31-6,MALEIC ANHYDRIDE,"EPA-HEN, HAZMAP",skin sense,suspected
108-38-3,M-XYLENE,"ATSDR, EPA-HEN",gastrointestinal liver,suspected
108-38-3,M-XYLENE,"DAN, EPA-HEN, OEHHA-CREL, RTECS",neurotoxicity,suspected
108-38-3,M-XYLENE,EPA-HEN,cardiovascular blood,suspected
108-38-3,M-XYLENE,EPA-HEN,kidney,suspected
108-38-3,M-XYLENE,EPA-HEN,skin sense,suspected
108-38-3,M-XYLENE,"EPA-HEN, LU, OEHHA-CREL",respiratory,suspected
108-38-3,M-XYLENE,"EPA-SARA, JANK",developmental,suspected
108-38-3,M-XYLENE,IPCS,immunotoxicity,suspected
108-39-4,M-CRESOL,"ATSDR, EPA-HEN",respiratory,suspected
108-39-4,M-CRESOL,"DAN, RTECS",neurotoxicity,suspected
108-39-4,M-CRESOL,"EPA-HEN, RTECS",skin sense,suspected
108-39-4,M-CRESOL,"IRIS, OPP-CAN",cancer,suspected
108-39-4,M-CRESOL,OEHHA-CREL,cardiovascular blood,suspected
108-39-4,M-CRESOL,RTECS,gastrointestinal liver,suspected
108-39-4,M-CRESOL,RTECS,kidney,suspected
108-42-9,1-AMINO-3-CHLOROBENZENE,"HAZMAP, RTECS",cardiovascular blood,suspected
108-44-1,M-TOLUIDINE,"HAZMAP, LADO",cardiovascular blood,suspected
108-45-2,M-PHENYLENEDIAMINE,EEC,skin sense,suspected
108-45-2,M-PHENYLENEDIAMINE,"EEC, NAP",immunotoxicity,suspected
108-45-2,M-PHENYLENEDIAMINE,EPA-TRI,gastrointestinal liver,suspected
108-46-3,RESORCINOL,"BKH, BRUC, WWF",endocrine,suspected
108-46-3,RESORCINOL,DAN,neurotoxicity,suspected
108-46-3,RESORCINOL,HAZMAP,cardiovascular blood,suspected
108-46-3,RESORCINOL,HAZMAP,immunotoxicity,suspected
108-46-3,RESORCINOL,"HAZMAP, RTECS",skin sense,suspected
108-60-1,BIS(2-CHLORO-1-METHYLETHYL) ETHER,P65,cancer,recognized
108-60-1,BIS(2-CHLORO-1-METHYLETHYL) ETHER,RTECS,neurotoxicity,suspected
108-62-3,METACETALDEHYDE,RTECS,neurotoxicity,suspected
108-67-8,MESITYLENE,RTECS,neurotoxicity,suspected
108-67-8,MESITYLENE,RTECS,respiratory,suspected
108-68-9,"1,3,5-XYLENOL",RTECS,neurotoxicity,suspected
108-68-9,"1,3,5-XYLENOL",RTECS,respiratory,suspected
108-77-0,"1,3,5-TRIAZINE, 2,4,6-TRICHLORO-",RTECS,neurotoxicity,suspected
108-78-1,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIIMINE",EPA-SARA,reproductive,suspected
108-78-1,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIIMINE",RTECS,kidney,suspected
108-80-5,CYANURIC ACID,RTECS,gastrointestinal liver,suspected
108-83-8,"DIISOBUTYL KETONE;2,6-DIMETHYL-4-HEPTONE","DAN, HAZMAP, RTECS",neurotoxicity,suspected
108-83-8,"DIISOBUTYL KETONE;2,6-DIMETHYL-4-HEPTONE",RTECS,gastrointestinal liver,suspected
108-83-8,"DIISOBUTYL KETONE;2,6-DIMETHYL-4-HEPTONE",RTECS,skin sense,suspected
108-84-9,"1,3-DIMETHYLBUTYL ACETATE",HAZMAP,neurotoxicity,suspected
